battery_id,cycle,voltage,temperature,capacity,soh,rul,dT_dt,dV_dt,capacity_fade_pct,temp_roll_avg,volt_roll_avg,fault_type,Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label,Timestamp,Electricity_Consumed,Temperature,Humidity,Wind_Speed,Avg_Past_Consumption
B0006,97,3.424601181,33.20634562,1.470691071,0.713454866,58,0.074202084,-0.004163918,26.46544647,33.16088733,3.429142155,Aging,990.9,1.17,6.4,3.6,10.2,25.76,110,2,01-06-2024 12:00,0.332905308,0.68623991,0.608311204,0.499514711,0.29962181
B0006,98,3.422522044,33.23554631,1.460513474,0.708517557,57,0.029200686,-0.002079137,26.97432629,33.16112247,3.426484286,Overheating,990.9,1.17,6.4,3.6,10.2,15.92,195,2,01-06-2024 12:30,0.167036136,0.416535434,0.554974228,0.682722603,0.263022283
B0006,99,3.422662684,33.26543793,1.454993758,0.705839858,56,0.029891624,0.00014064,27.2503121,33.18343727,3.425048659,Overheating,990.9,1.17,6.4,3.6,10.2,14.73,195,0,01-06-2024 13:00,0.647068551,0.672956723,0.433387314,0.51247166,0.280541959
B0006,100,3.420528863,33.30967684,1.450059927,0.703446381,55,0.044238912,-0.002133821,27.49700363,33.22983005,3.423815974,Overheating,990.9,0.44,12.4,10.9,13.8,9.66,210,0,01-06-2024 13:30,0.136643104,0.45286387,0.477752358,0.633183877,0.245911402
B0006,101,3.414892968,33.43309816,1.450080162,0.703456197,54,0.12342132,-0.005635895,27.49599188,33.29002097,3.421041548,Overheating,990.9,0.44,12.4,10.9,13.8,25.76,110,2,01-06-2024 14:00,0.301659252,0.347118475,0.474298061,0.582463613,0.203544774
B0006,102,3.416257492,33.40443143,1.439303454,0.69822825,53,-0.028666736,0.001364524,28.03482731,33.32963813,3.41937281,Overheating,990.9,0.44,12.4,10.9,13.8,15.92,195,2,01-06-2024 14:30,0.396790096,0.623574394,0.570335276,0.353451012,0.172680751
B0006,103,3.416752363,33.69833107,1.439550122,0.698347913,52,0.293899644,0.000494871,28.02249388,33.42219509,3.418218874,Overheating,990.9,0.44,12.4,10.9,13.8,14.73,195,0,01-06-2024 15:00,0.615212215,0.699616165,0.44214286,0.43985504,0.286196879
B0006,104,3.428786417,33.99067029,1.465835881,0.711099539,51,0.292339217,0.012034055,26.70820596,33.56724156,3.419443621,Overheating,990.9,0.17,8,7.2,9.3,9.66,210,0,01-06-2024 15:30,0.135689641,0.873696324,0.438705928,0.466816469,0.220224337
B0006,105,3.425353152,33.9641665,1.445187264,0.701082577,50,-0.026503783,-0.003433266,27.7406368,33.69813949,3.420408478,Overheating,990.9,0.17,8,7.2,9.3,25.76,110,2,01-06-2024 16:00,0.568860625,0.365388347,0.78541327,0.475139814,0.383828981
B0006,106,3.416829385,33.85006217,1.433894396,0.695604233,49,-0.114104331,-0.008523766,28.30528018,33.78153229,3.420795762,Overheating,990.9,0.17,8,7.2,9.3,15.92,195,2,01-06-2024 16:30,0.37670551,0.62019024,0.634186375,0.572578421,0.433421899
B0006,107,3.417327413,33.64690601,1.423373046,0.690500164,48,-0.203156166,0.000498028,28.83134768,33.83002721,3.421009746,Overheating,990.9,0.17,8,7.2,9.3,14.73,195,0,01-06-2024 17:00,0.211415225,0.471397707,0.384301924,0.511676657,0.398481281
B0006,108,3.417333221,33.73047991,1.418563955,0.6881672,47,0.083573901,5.81E-06,29.07180226,33.83645698,3.421125918,Overheating,990.9,0.53,14.1,11.9,17.2,9.66,210,0,01-06-2024 17:30,0.452017246,0.631522124,0.579987676,0.11039276,0.480442013
B0006,109,3.419503402,33.98566671,1.408868901,0.683463981,46,0.255186805,0.002170181,29.55655494,33.83545626,3.419269314,Overheating,990.9,0.53,14.1,11.9,17.2,25.76,110,2,01-06-2024 18:00,0.408176616,0.329051246,0.513474101,0.305146349,0.411736554
B0006,110,3.419664693,34.14150793,1.408174209,0.683126975,45,0.155841222,0.000161291,29.59128957,33.87092455,3.418131623,Overheating,990.9,0.53,14.1,11.9,17.2,15.92,195,2,01-06-2024 18:30,0.274963854,0.35692765,0.553624226,0.200228242,0.451517682
B0006,111,3.411185892,33.95102576,1.408199277,0.683139136,44,-0.190482174,-0.0084788,29.59003614,33.89111726,3.417002924,Overheating,990.9,0.53,14.1,11.9,17.2,14.73,195,0,01-06-2024 19:00,0.386633681,0.422269911,0.51626509,0.483685456,0.475956377
B0006,112,3.412406457,33.82849355,1.397531337,0.677963954,43,-0.122532206,0.001220565,30.12343314,33.92743477,3.416018733,Overheating,991,0.32,7.8,6.5,10,0,0,0,01-06-2024 19:30,0.310781067,0.536990972,0.670913181,0.491498152,0.45122013
B0006,113,3.408774558,34.10084957,1.397826075,0.678106936,42,0.27235602,-0.003631899,30.10869624,34.00150871,3.414307,Overheating,991.1,0.28,7.2,4.7,9.8,4.83,240,1,01-06-2024 20:00,0.393919558,0.440359472,0.546874149,0.496625321,0.387576234
B0006,114,3.411543263,34.36752577,1.392291351,0.675421956,41,0.266676199,0.002768705,30.38543244,34.07788052,3.412714973,Overheating,991.1,0.28,7.2,4.7,9.8,17.71,190,3,01-06-2024 20:30,0.485355112,0.614840233,0.486956496,0.347604956,0.488140226
B0006,115,3.413171024,34.18483237,1.387368744,0.673033923,40,-0.182693408,0.00162776,30.63156281,34.08654541,3.411416239,Overheating,991.1,0.37,9.6,8.1,12.3,4.83,240,0,01-06-2024 21:00,0.639336136,0.664205122,0.64924336,0.54352364,0.508409023
B0006,116,3.405525737,34.01169224,1.387079061,0.672893394,39,-0.173140123,-0.007645287,30.64604697,34.0986787,3.410284208,Overheating,991.1,0.37,9.6,8.1,12.3,17.71,190,2,01-06-2024 21:30,0.168697417,0.606858329,0.530365151,0.54857657,0.448585775
B0006,117,3.406174988,33.89137768,1.382231846,0.670541935,38,-0.120314565,0.000649251,30.88840772,34.11125553,3.409037914,Overheating,991.1,0.23,6,4,7.8,4.83,240,0,01-06-2024 22:00,0.730505562,0.743638332,0.513933873,0.312067528,0.597876456
B0006,118,3.413828269,34.07833128,1.371794244,0.665478494,37,0.186953598,0.00765328,31.41028778,34.10675187,3.410048656,Overheating,991.1,0.23,6,4,7.8,17.71,190,2,01-06-2024 22:30,0.049652033,0.582198594,0.542230488,0.286767287,0.482155989
B0006,119,3.407654437,34.48659436,1.377451172,0.668222757,36,0.408263083,-0.006173831,31.12744138,34.13056558,3.409270891,Overheating,991.1,0.8,2.2,0.3,4.5,4.83,240,0,01-06-2024 23:00,0.349702484,0.363083905,0.482324212,0.462631197,0.465338795
B0006,120,3.414573795,34.20048728,1.39782276,0.678105327,35,-0.28610708,0.006919358,30.10886201,34.13369657,3.409551445,Overheating,991.1,0.8,2.2,0.3,4.5,17.71,190,2,01-06-2024 23:30,0.473052868,0.709361655,0.497437178,0.677606021,0.52230931
B0006,121,3.424095258,34.33848898,1.418709187,0.688237655,34,0.138001701,0.009521463,29.06454065,34.19905591,3.413265349,Overheating,991.2,0.36,-0.3,-2.7,2,16.1,150,3,01-07-2024 00:00,0.421831978,0.445180682,0.409859473,0.666564095,0.53243236
B0006,122,3.413286815,34.1409163,1.39760124,0.677997865,33,-0.19757268,-0.010808443,30.11993802,34.24896364,3.414687715,Overheating,991.2,0.36,-0.3,-2.7,2,15.84,160,3,01-07-2024 00:30,0.271216747,0.648573798,0.38568828,0.530238273,0.521053639
B0006,123,3.41357387,33.81222748,1.381899308,0.670380616,32,-0.328688825,0.000287055,30.9050346,34.19574288,3.414636835,Overheating,991.2,0.69,5.8,2.2,10.3,16.1,150,3,01-07-2024 01:00,0.340312958,0.737592074,0.349329466,0.37506974,0.50563635
B0006,124,3.408041503,33.82526957,1.376184747,0.667608394,31,0.013042097,-0.005532366,31.19076266,34.06347792,3.414714248,Overheating,991.2,0.69,5.8,2.2,10.3,15.84,160,3,01-07-2024 01:30,0.292833178,0.587682272,0.291512801,0.569040968,0.45026693
B0006,125,3.410880873,33.79931094,1.366190349,0.662759958,30,-0.02595863,0.00283937,31.69048253,33.98324265,3.413975664,Overheating,991.2,0.49,4.5,0.3,7.4,16.1,150,2,01-07-2024 02:00,0.276772541,0.325606381,0.36679632,0.408369932,0.345993431
B0006,126,3.4043482,33.79777024,1.361048344,0.660265493,29,-0.001540702,-0.006532674,31.94758278,33.87509891,3.410026252,Overheating,991.2,0.49,4.5,0.3,7.4,15.84,160,2,01-07-2024 02:30,0.51660035,0.40316796,0.470470566,0.370569644,0.446050515
B0006,127,3.409456485,33.72020362,1.355821574,0.657729906,28,-0.077566618,0.005108285,32.2089213,33.79095637,3.409260186,Overheating,991.2,0.44,7.3,4.9,10.7,16.1,150,2,01-07-2024 03:00,0.434502581,0.703908755,0.511235507,0.205436603,0.360919887
B0006,128,3.406896198,33.63334415,1.350116875,0.654962469,27,-0.08685947,-0.002560286,32.49415625,33.7551797,3.407924652,Overheating,991.2,0.44,7.3,4.9,10.7,15.84,160,2,01-07-2024 03:30,0.259515067,0.503697244,0.456210933,0.474929725,0.421276617
B0006,129,3.410191324,33.58795819,1.33954852,0.649835597,26,-0.045385963,0.003295126,33.02257398,33.70771743,3.408354616,Overheating,991.2,0.5,8.4,5.5,11.3,16.1,150,2,01-07-2024 04:00,0.524933313,0.537072766,0.14988275,0.387082194,0.471673104
B0006,130,3.402880435,33.63370824,1.340399034,0.650248195,25,0.045750054,-0.007310889,32.98004829,33.67459689,3.406754528,Overheating,991.2,0.5,8.4,5.5,11.3,15.84,160,2,01-07-2024 04:30,0.426216587,0.628229573,0.727485199,0.474215689,0.458202963
B0006,131,3.404123312,33.61684276,1.340083717,0.650095229,24,-0.016865482,0.001242877,32.99581416,33.63841139,3.406709551,Overheating,991.2,0.11,-1,-1.6,-0.4,16.1,150,2,01-07-2024 05:00,0.51047702,0.619841741,0.655752231,0.186794455,0.483697328
B0006,132,3.405172031,33.629076,1.329233265,0.644831508,23,0.012233239,0.001048719,33.53833675,33.62018587,3.40585266,Overheating,991.2,0.11,-1,-1.6,-0.4,15.84,160,2,01-07-2024 05:30,0.47993814,0.563809325,0.56159083,0.483020998,0.543725721
B0006,133,3.406516182,33.93776983,1.334591404,0.647430824,22,0.308693836,0.001344151,33.2704298,33.681071,3.405776657,Overheating,991.2,1.19,3.8,1.2,7.6,16.1,150,2,01-07-2024 06:00,0.236834165,0.498390135,0.776409415,0.170986873,0.51396516
B0006,134,3.413599124,33.83966963,1.3663531,0.662838911,21,-0.098100202,0.007082942,31.68234502,33.73141329,3.406458217,Overheating,991.2,1.19,3.8,1.2,7.6,15.84,160,2,01-07-2024 06:30,0.281636493,0.48443312,0.352445978,0.593166524,0.510744987
B0006,135,3.41623425,33.51916214,1.339623913,0.649872171,20,-0.320507495,0.002635126,33.01880437,33.70850407,3.40912898,Overheating,991.2,0.44,5.8,3.9,7.9,16.1,150,2,01-07-2024 07:00,0.499548934,0.641525554,0.773489938,0.525257968,0.574815607
B0006,136,3.404098551,33.41705599,1.334187438,0.647234854,19,-0.102106143,-0.012135698,33.29062809,33.66854672,3.409124028,Overheating,991.2,0.44,5.8,3.9,7.9,15.84,160,2,01-07-2024 07:30,0.476728378,0.600683963,0.35423157,0.429215753,0.563348405
B0006,137,3.408205671,33.1476396,1.318858249,0.639798428,18,-0.26941639,0.00410712,34.05708755,33.57225944,3.409730755,Aging,991.3,2.24,7.8,3.3,13.9,4.83,100,1,01-07-2024 08:00,0.371516401,0.491863674,0.531166516,0.530156154,0.545233543
B0006,138,3.406057945,33.54087434,1.319282182,0.640004085,17,0.39323474,-0.002147726,34.03589088,33.49288034,3.409639108,Overheating,991.3,2.24,7.8,3.3,13.9,14.49,320,1,01-07-2024 08:30,0.394554564,0.671615446,0.308875743,0.345308023,0.58407098
B0006,139,3.409404562,33.74281752,1.319139477,0.639934856,16,0.201943178,0.003346617,34.04302617,33.47350992,3.408800196,Overheating,991.3,1.9,17.4,14,20.7,4.83,100,1,01-07-2024 09:00,0.587944149,0.509077209,0.498240633,0.471329842,0.602192933
B0006,140,3.405513487,33.52580236,1.308498671,0.634772838,15,-0.217015161,-0.003891075,34.57506644,33.47483797,3.406656043,Overheating,991.3,1.9,17.4,14,20.7,14.49,320,1,01-07-2024 09:30,0.276404769,0.4120991,0.552832884,0.557995552,0.559106968
B0006,141,3.401947771,33.26911,1.303544333,0.632369412,14,-0.256692357,-0.003565715,34.82278335,33.44524877,3.406225887,Overheating,991.3,0.31,11.6,9.6,13.6,4.83,100,0,01-07-2024 10:00,0.466182897,0.424538478,0.473347594,0.091427002,0.546367952
B0006,142,3.409607032,33.09416441,1.292904789,0.627208005,13,-0.174945594,0.007659261,35.35476057,33.43455373,3.406506159,Aging,991.3,0.31,11.6,9.6,13.6,14.49,320,0,01-07-2024 10:30,0.341301225,0.395044893,0.600993873,0.408993762,0.506495895
B0006,143,3.405933711,33.40147794,1.292942163,0.627226136,12,0.307313532,-0.003673321,35.35289183,33.40667445,3.406481312,Overheating,991.3,0.12,9,6.8,11.4,4.83,100,0,01-07-2024 11:00,0.338719799,0.48983588,0.510632504,0.459930393,0.535798263
B0006,144,3.405974847,33.43554948,1.293029418,0.627268465,11,0.034071542,4.11E-05,35.3485291,33.34522084,3.40579537,Overheating,991.3,0.12,9,6.8,11.4,14.49,320,0,01-07-2024 11:30,0.558129475,0.69196207,0.419306156,0.43909777,0.615317804
B0006,145,3.406795417,33.18158971,1.277381791,0.61967756,10,-0.253959776,0.00082057,36.13091047,33.27637831,3.406051756,Aging,991.3,0.36,0.7,0.1,1.8,4.83,100,0,01-07-2024 12:00,0.512569391,0.418348482,0.41278126,0.637454612,0.619062495
B0006,146,3.405267181,32.91514654,1.271778475,0.616959306,9,-0.266443171,-0.001528236,36.41107624,33.20558562,3.406715638,Aging,991.3,0.36,0.7,0.1,1.8,14.49,320,0,01-07-2024 12:30,0.510584939,0.55168766,0.615254506,0.327813263,0.628799662
B0006,147,3.401429589,32.94901047,1.277470146,0.619720423,8,0.033863934,-0.003837592,36.12649268,33.17655483,3.405080149,Aging,991.4,1.5,7.9,4.7,12.1,0,0,1,01-07-2024 13:00,0.592579801,0.438264837,0.400006061,0.3881269,0.692377623
B0006,148,3.405019361,33.26649302,1.272155295,0.617142107,7,0.317482545,0.003589772,36.39223526,33.14955784,3.404897279,Overheating,991.4,0.2,2.1,-0.8,4.4,0,0,0,01-07-2024 13:30,0.37850064,0.491459855,0.630610426,0.232801357,0.687760505
B0006,149,3.406612589,33.18584337,1.261842186,0.612139059,6,-0.080649646,0.001593228,36.90789069,33.09961662,3.405024827,Aging,991.4,0.37,2.6,0.5,5,0,0,0,01-07-2024 14:00,0.488658829,0.323743336,0.675773082,0.643835163,0.65920599
B0006,150,3.410043836,33.07152919,1.267143531,0.614710823,5,-0.114314178,0.003431247,36.64282343,33.07760452,3.405674511,Aging,991.4,0.12,8.6,6.7,11.1,0,0,0,01-07-2024 14:30,0.323288874,0.496797176,0.250843979,0.433099717,0.672689886
B0006,151,3.418313742,33.76462083,1.303555585,0.63237487,4,0.693091633,0.008269906,34.82222077,33.24749938,3.408283823,Overheating,991.4,0.16,9.3,6.7,12.6,0,0,0,01-07-2024 15:00,0.429027725,0.500398198,0.662578058,0.410051348,0.662004037
B0006,152,3.413964899,33.78535655,1.277265008,0.619620907,3,0.02073572,-0.004348843,36.13674962,33.41476859,3.410790885,Overheating,991.4,0.08,2.6,-0.6,6,0,0,0,01-07-2024 15:30,0.353309491,0.598901548,0.79888458,0.45635068,0.665457621
B0006,153,3.41059427,33.65313914,1.266943411,0.614613742,2,-0.132217402,-0.003370628,36.65282946,33.49209782,3.411905867,Overheating,991.5,0.12,-0.5,-3.5,2.8,20.93,160,3,01-07-2024 16:00,0.391165994,0.55635858,0.533116088,0.538975819,0.680541177
B0006,154,3.411730628,33.5635807,1.251058124,0.606907545,1,-0.089558446,0.001136357,37.44709379,33.56764528,3.412929475,Overheating,991.5,0.12,-0.5,-3.5,2.8,31.89,161,3,01-07-2024 16:30,0.474192838,0.365567257,0.58412365,0.504319971,0.656400952
B0006,155,3.406077145,33.54492071,1.245989498,0.604448676,0,-0.018659984,-0.005653483,37.70052509,33.66232358,3.412136137,Overheating,991.6,1.38,9.6,6.7,12.7,11.95,153,0,01-07-2024 17:00,0.238629886,0.671895382,0.648481326,0.780312049,0.577615792
B0007,1,3.525304792,32.5857934,1.918658381,1,167,0,0,4.067080962,32.5857934,3.525304792,Normal,991.6,1.38,9.6,6.7,12.7,1.61,170,0,01-07-2024 17:30,0.723731213,0.554616924,0.455595787,0.517105407,0.638916783
B0007,2,3.534092658,32.71816014,1.908262087,0.994581477,166,0.132366736,0.008787865,4.58689565,32.65197677,3.529698725,Normal,991.6,1.38,9.6,6.7,12.7,11.27,60,0,01-07-2024 18:00,0.207330436,0.553018642,0.522869391,0.406831785,0.528118843
B0007,3,3.534402522,32.68511457,1.908267522,0.99458431,165,-0.033045571,0.000309864,4.586623919,32.6630227,3.531266657,Normal,991.6,1.38,9.6,6.7,12.7,12.88,310,0,01-07-2024 18:30,0.172635231,0.525161551,0.302944041,0.39530137,0.468911833
B0007,4,3.534925049,32.5547485,1.908442863,0.994675697,164,-0.130366066,0.000522527,4.57785685,32.63595415,3.532181255,Normal,991.6,0.23,9.4,7.2,12.5,11.95,153,0,01-07-2024 19:00,0.568018479,0.456909772,0.516455215,0.415527943,0.491735714
B0007,5,3.537378816,32.43450476,1.906965045,0.993905462,163,-0.12024374,0.002453767,4.651747765,32.59566427,3.533220768,Normal,991.6,0.23,9.4,7.2,12.5,1.61,170,0,01-07-2024 19:30,0.506943782,0.555623344,0.569284595,0.282472536,0.544554972
B0007,6,3.541162667,32.48624734,1.897244377,0.988839074,162,0.051742581,0.003783851,5.137781133,32.57575506,3.536392343,Normal,991.6,0.23,9.4,7.2,12.5,11.27,60,0,01-07-2024 20:00,0.47901997,0.590218746,0.571937407,0.46742948,0.55893277
B0007,7,3.543550807,32.53061115,1.896407627,0.988402962,161,0.044363806,0.00238814,5.179618654,32.53824526,3.538283972,Normal,991.6,0.23,9.4,7.2,12.5,12.88,310,0,01-07-2024 20:30,0.479724252,0.291956998,0.652657892,0.556639186,0.595289728
B0007,8,3.549458118,32.45374436,1.897931424,0.989197162,160,-0.076866791,0.005907311,5.103428776,32.49197122,3.541295092,Normal,991.6,0.23,8.3,2.2,14.3,11.95,153,0,01-07-2024 21:00,0.372958871,0.454091075,0.382214844,0.389062138,0.590053349
B0007,9,3.549674383,32.38295917,1.897011977,0.988717948,159,-0.07078519,0.000216265,5.149401162,32.45761335,3.544244958,Normal,991.6,0.23,8.3,2.2,14.3,1.61,170,0,01-07-2024 21:30,0.225457605,0.492179456,0.417808318,0.365786103,0.518516953
B0007,10,3.544691932,32.34828329,1.897622402,0.9890361,158,-0.03467588,-0.004982451,5.118879885,32.44036906,3.545707581,Normal,991.6,0.23,8.3,2.2,14.3,11.27,60,0,01-07-2024 22:00,0.387634093,0.560772441,0.774648324,0.64451401,0.561370648
B0007,11,3.548427215,32.18331948,1.897480513,0.988962148,157,-0.164963803,0.003735283,5.125974365,32.37978349,3.547160491,Normal,991.6,0.23,8.3,2.2,14.3,12.88,310,0,01-07-2024 22:30,0.262139715,0.686538529,0.473988635,0.291512681,0.428616667
B0007,12,3.55604336,32.37885318,1.887123268,0.983563977,156,0.195533698,0.007616145,5.64383658,32.34943189,3.549659001,Normal,991.6,0.32,13.3,9.3,16.1,11.95,153,0,01-07-2024 23:00,0.537519956,0.422824704,0.525478487,0.214572086,0.523579364
B0007,13,3.557033254,32.33423984,1.886581039,0.983281369,155,-0.04461334,0.000989894,5.670948056,32.32553099,3.551174029,Normal,991.6,0.32,13.3,9.3,16.1,1.61,170,0,01-07-2024 23:30,0.350490436,0.45956638,0.486233247,0.324334053,0.574730623
B0007,14,3.556287254,32.14782797,1.886367412,0.983170027,154,-0.186411869,-0.000746,5.681629401,32.27850475,3.552496603,Normal,991.6,0.32,13.3,9.3,16.1,11.27,60,0,01-08-2024 00:00,0.237417134,0.457610754,0.375325474,0.277842222,0.479649486
B0007,15,3.564774622,32.01380948,1.875679225,0.977599371,153,-0.134018491,0.008487368,6.216038731,32.21160999,3.556513141,Normal,991.6,0.32,13.3,9.3,16.1,12.88,310,0,01-08-2024 00:30,0.321435693,0.41882726,0.734677929,0.508982301,0.426297252
B0007,16,3.561976369,31.92471525,1.884377084,0.982132673,152,-0.089094229,-0.002798253,5.78114578,32.15988915,3.559222972,Normal,991.7,0.42,5.8,3.2,6.5,3.22,50,1,01-08-2024 01:00,0.443821909,0.47980073,0.418529216,0.419373496,0.41617427
B0007,17,3.565961679,31.8543043,1.875198189,0.977348655,151,-0.07041095,0.00398531,6.240090572,32.05497937,3.561206636,Normal,991.7,0.42,5.8,3.2,6.5,28.98,340,3,01-08-2024 01:30,0.281045908,0.629837018,0.330413259,0.436291275,0.359034263
B0007,18,3.569037881,31.90004104,1.864797705,0.971927949,150,0.045736739,0.003076202,6.760114761,31.96813961,3.563607561,Normal,991.7,0.28,9.3,7.5,12,3.22,50,0,01-08-2024 02:00,0.237963267,0.384967042,0.429839562,0.600963805,0.32020945
B0007,19,3.569949202,31.86718261,1.864705016,0.97187964,149,-0.032858437,0.000911321,6.764749183,31.91201054,3.566339951,Normal,991.7,0.28,9.3,7.5,12,28.98,340,2,01-08-2024 02:30,0.415614535,0.583807376,0.201906856,0.379707974,0.374898693
B0007,20,3.546433845,32.35216872,1.908393902,0.994650179,148,0.484986114,-0.023515357,4.580304887,31.97968239,3.562671795,Normal,991.7,0.89,8.5,6.4,12.1,3.22,50,0,01-08-2024 03:00,0.415827762,0.297995209,0.400366788,0.555633999,0.383007208
B0007,21,3.557037561,32.56294245,1.909017489,0.994975191,147,0.210773732,0.010603716,4.549125552,32.10732783,3.561684034,Normal,991.7,0.89,8.5,6.4,12.1,28.98,340,2,01-08-2024 03:30,0.290509471,0.451061176,0.353803246,0.643959469,0.391166366
B0007,22,3.560064167,32.20117325,1.897436265,0.988939086,146,-0.3617692,0.003026606,5.128186748,32.17670162,3.560504531,Normal,991.7,0.2,0.2,-2.7,3.6,3.22,50,0,01-08-2024 04:00,0.296493616,0.482175728,0.586819582,0.407981443,0.321847052
B0007,23,3.556133926,31.84818312,1.907780768,0.994330615,145,-0.352990131,-0.003930241,4.610961611,32.16633003,3.55792374,Normal,991.7,0.2,0.2,-2.7,3.6,28.98,340,2,01-08-2024 04:30,0.41367499,0.751163309,0.397114997,0.551067178,0.340018966
B0007,24,3.552385162,31.73700198,1.897632389,0.989041305,144,-0.111181143,-0.003748764,5.118380572,32.14029391,3.554410932,Normal,991.7,1.32,10.4,8,14.8,3.22,50,0,01-08-2024 05:00,0.13365261,0.489514831,0.626554422,0.433636248,0.310176229
B0007,25,3.57076703,31.51707668,1.887070758,0.983536609,143,-0.219925299,0.018381868,5.64646208,31.9732755,3.559277569,Normal,991.7,1.32,10.4,8,14.8,28.98,340,2,01-08-2024 05:30,0.140422704,0.23098263,0.70160488,0.573510484,0.258116789
B0007,26,3.565722485,31.44286078,1.887055198,0.983528499,142,-0.074215899,-0.005044546,5.647240101,31.74925916,3.561014554,Normal,991.8,1.74,10.4,8.2,17,14.49,140,1,01-08-2024 06:00,0.255259296,0.258139012,0.610884092,0.274116396,0.203886072
B0007,27,3.567846656,31.36610151,1.876407045,0.977978709,141,-0.07675927,0.002124171,6.179647729,31.58224481,3.562571052,Normal,991.8,1.74,10.4,8.2,17,7.66,169,1,01-08-2024 06:30,0.339425475,0.530960679,0.464427313,0.265235895,0.22067607
B0007,28,3.567971627,31.28571571,1.875528905,0.977521024,140,-0.080385806,0.000124971,6.223554736,31.46975133,3.564938592,Normal,991.8,1.74,10.4,8.2,17,20.93,350,3,01-08-2024 07:00,0.426817928,0.608763099,0.516819602,0.415706846,0.274990779
B0007,29,3.564631404,31.33185087,1.875689395,0.977604671,139,0.046135163,-0.003340224,6.215530244,31.38872111,3.567387841,Normal,991.8,0.43,4.8,0.6,8.9,14.49,140,1,01-08-2024 07:30,0.620892703,0.576780757,0.271966639,0.356003228,0.334028898
B0007,30,3.568983889,31.32285734,1.865553086,0.972321652,138,-0.00899353,0.004352485,6.722345712,31.34987724,3.567031212,Normal,991.8,0.43,4.8,0.6,8.9,7.66,169,1,01-08-2024 08:00,0.517943271,0.54888208,0.476420706,0.400657719,0.363397378
B0007,31,3.564620689,31.60843645,1.902277019,0.991462075,137,0.285579113,-0.0043632,4.886149033,31.38299238,3.566810853,Normal,991.8,0.43,4.8,0.6,8.9,20.93,350,3,01-08-2024 08:30,0.348343578,0.682371369,0.369629581,0.436310525,0.3800305
B0007,32,3.565947327,31.82522679,1.87617079,0.977855573,136,0.216790337,0.001326638,6.191460519,31.47481743,3.566430987,Normal,991.8,0.29,8.7,5.6,11.2,14.49,140,0,01-08-2024 09:00,0.371830632,0.453979636,0.598120614,0.549026579,0.40169747
B0007,33,3.568742147,31.51504199,1.871164436,0.975246274,135,-0.3101848,0.00279482,6.441778195,31.52068269,3.566585091,Normal,991.8,0.29,8.7,5.6,11.2,7.66,169,0,01-08-2024 09:30,0.207911773,0.646492601,0.874177471,0.413740204,0.34251985
B0007,34,3.564242407,31.13866351,1.865959169,0.972533301,134,-0.376378476,-0.00449974,6.702041564,31.48204522,3.566507292,Normal,991.8,0.29,8.7,5.6,11.2,20.93,350,2,01-08-2024 10:00,0.371914477,0.307374228,0.569535847,0.363808857,0.4110441
B0007,35,3.56352843,31.09033034,1.861118762,0.970010493,133,-0.048333176,-0.000713977,6.944061877,31.43553982,3.5654162,Normal,991.8,0.13,5.4,3.3,8.8,14.49,140,0,01-08-2024 10:30,0.326890227,0.404948059,0.203459633,0.42047615,0.464672267
B0007,36,3.563657948,31.6401902,1.861357014,0.970134669,132,0.549859868,0.000129518,6.932149305,31.44189057,3.565223652,Normal,991.8,0.13,5.4,3.3,8.8,7.66,169,0,01-08-2024 11:00,0.428786427,0.283885326,0.442994125,0.370373105,0.51457877
B0007,37,3.560441253,31.35343841,1.850669131,0.964564171,131,-0.286751791,-0.003216696,7.466543439,31.34753289,3.564122437,Normal,991.8,0.13,5.4,3.3,8.8,20.93,350,2,01-08-2024 11:30,0.237128176,0.48950906,0.514082649,0.350594925,0.485158008
B0007,38,3.562687054,31.15467034,1.845295954,0.961763685,130,-0.198768072,0.002245802,7.73520228,31.27545856,3.562911418,Normal,991.8,0.21,8.2,5.9,10.4,14.49,140,0,01-08-2024 12:00,0.461557752,0.520185495,0.508919366,0.269134352,0.495149202
B0007,39,3.559808296,30.99536769,1.840658852,0.959346839,129,-0.159302654,-0.002878758,7.967057412,31.2467994,3.562024596,Normal,991.8,0.21,8.2,5.9,10.4,7.66,169,0,01-08-2024 12:30,0.630456486,0.541706486,0.388679554,0.470982243,0.497899751
B0007,40,3.561251721,31.22168995,1.835529035,0.956673191,128,0.226322263,0.001443424,8.22354823,31.27307132,3.561569254,Normal,991.8,0.21,8.2,5.9,10.4,20.93,350,2,01-08-2024 13:00,0.356873309,0.534698709,0.532129677,0.394419719,0.451575937
B0007,41,3.561145296,31.74476152,1.830567192,0.954087091,127,0.523071568,-0.000106424,8.471640385,31.29398558,3.561066724,Normal,991.8,0.48,8.3,2.4,14.9,14.49,140,0,01-08-2024 13:30,0.441951954,0.401914357,0.31348101,0.578570866,0.47849776
B0007,42,3.561634523,31.92325997,1.830174013,0.953882166,126,0.178498447,0.000489226,8.491299352,31.40794989,3.561305378,Normal,991.8,0.48,8.3,2.4,14.9,7.66,169,0,01-08-2024 14:00,0.490023999,0.500863145,0.357215681,0.289003769,0.51249024
